moduleCode,title,semesters,moduleCredit,prereqTree
PL4226,Correctional Psychology,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4226HM,Correctional Psychology,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4227,Behavioral Genetics for Social Scientists,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4227HM,Behavioral Genetics for Social Scientists,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4228,Criminal Forensic Psychology,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3235:D', 'PL3105:D']}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4228HM,Criminal Forensic Psychology,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3235:D', 'PL3105:D']}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4229,Psychological Therapies,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4229HM,Psychological Therapies,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4233,Psychology of Negotiation,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4233HM,Psychology of Negotiation,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4234,Patient and Health Care,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4234HM,Patient and Health Care,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4235,The Psychology of Moral Judgments,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}, {'or': ['PL3235:D', 'PL3105:D']}]}"
PL4235HM,The Psychology of Moral Judgments,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}, {'or': ['PL3235:D', 'PL3105:D']}]}"
PL4236,Autism Spectrum and Related Conditions,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4236HM,Autism Spectrum and Related Conditions,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4242,Historical Controversies in Psychology,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}, {'or': ['PL3235:D', 'PL3105:D']}]}"
PL4242HM,Historical Controversies in Psychology,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}, {'or': ['PL3235:D', 'PL3105:D']}]}"
PL4245,Data Science for Psychology: Methods and Applications,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4245HM,Data Science for Psychology: Methods and Applications,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4246,Networks in Psychology,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4246HM,Networks in Psychology,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4247,Application of Psychology to Fears and Phobias,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3232:D', 'PL3102:D']}]}"
PL4247HM,Application of Psychology to Fears and Phobias,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3232:D', 'PL3102:D']}]}"
PL4248,Hallucinations and Delusions: A Cognitive Perspective,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4248HM,Hallucinations and Delusions: A Cognitive Perspective,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4249,The Psychology and Neuroscience of Mindfulness,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3232:D', 'PL3102:D']}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4249HM,The Psychology and Neuroscience of Mindfulness,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3232:D', 'PL3102:D']}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4251,Behind the scenes of human perception,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3232:D', 'PL3102:D']}, {'or': ['PL3233:D', 'PL3103:D']}]}"
PL4251HM,Behind the scenes of human perception,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3232:D', 'PL3102:D']}, {'or': ['PL3233:D', 'PL3103:D']}]}"
PL4254,Animal Behaviour and Cognition,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4254HM,Animal Behaviour and Cognition,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4401,Honours Thesis,"1,2",8,"{'nOf': [10, ['PL1%:D', 'PL2%:D', 'PL3%:D', 'PL4%:D', 'PL5%:D']]}"
PL4401HM,Honours Thesis,"1,2",15,"{'nOf': [11, ['PL1%:D', 'PL2%:D', 'PL3%:D', 'PL4%:D', 'PL5%:D']]}"
PL4501,Integrated Thesis,"1,2",8,"{'nOf': [10, ['PL1%:D', 'PL2%:D', 'PL3%:D', 'PL4%:D', 'PL5%:D']]}"
PL4501HM,Integrated Thesis,"1,2",15,"{'nOf': [11, ['PL1%:D', 'PL2%:D', 'PL3%:D', 'PL4%:D', 'PL5%:D']]}"
PL4660,Independent Study,"1,2",4,"{'nOf': [10, ['PL1%:D', 'PL2%:D', 'PL3%:D', 'PL4%:D', 'PL5%:D']]}"
PL4660HM,Independent Study,"1,2",5,"{'nOf': [11, ['PL1%:D', 'PL2%:D', 'PL3%:D', 'PL4%:D', 'PL5%:D']]}"
PL4880F,Addictive Behaviours,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4880FHM,Addictive Behaviours,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3236:D', 'PL3106:D']}]}"
PL4880G,Positive Psychology,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3235:D', 'PL3105:D']}]}"
PL4880GHM,Positive Psychology,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3235:D', 'PL3105:D']}]}"
PL4880K,Parenting and Child Development,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}]}"
PL4880KHM,Parenting and Child Development,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}]}"
PL4880L,Applying Cognitive Psychology to Learning & Instruction,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3233:D', 'PL3103:D']}]}"
PL4880LHM,Applying Cognitive Psychology to Learning & Instruction,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3233:D', 'PL3103:D']}]}"
PL4880P,Psychology of Religion,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4880PHM,Psychology of Religion,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4880R,Issues in Adolescent Developmt,2,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}]}"
PL4880RHM,Issues in Adolescent Developmt,2,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}]}"
PL4880T,Applying Psychology In Education,"1,2",4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4880THM,Applying Psychology In Education,"1,2",5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}]}"
PL4880V,Culture and Human Development,1,4,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}]}"
PL4880VHM,Culture and Human Development,1,5,"{'and': [{'nOf': [3, ['PL1101E:D', 'PL2131:D', 'PL2132:D']]}, {'nOf': [4, ['PL3232:D', 'PL3233:D', 'PL3234:D', 'PL3235:D', 'PL3236:D', 'PL3102:D', 'PL3103:D', 'PL3104:D', 'PL3105:D', 'PL3106:D']]}, {'or': ['PL3234:D', 'PL3104:D']}]}"
PL5221,Analysis of Psychological Data Using Glm,1,4,"{'and': [{'or': ['PL2131:D', 'PL2101Y:D']}, 'PL2132:D']}"
PL5221R,Analysis of Psychological Data using GLM,1,5,"{'and': [{'or': ['PL2131:D', 'PL2101Y:D']}, 'PL2132:D']}"
PL5225,Structural Equation Modeling,2,4,"{'and': [{'or': ['PL2131:D', 'PL2101Y:D']}, {'or': ['PL2132:D', 'PL2102Y:D']}, 'PL5221:D']}"
PL5225R,Structural Equation Modeling,2,5,"{'and': [{'or': ['PL2131:D', 'PL2101Y:D']}, {'or': ['PL2132:D', 'PL2102Y:D']}, 'PL5221:D']}"
PL5304,Advanced Developmental Psychology,2,4,"{'or': ['PL3104:D', 'PL3234:D']}"
PL5304R,Advanced Developmental Psychology,2,5,"{'or': ['PL3104:D', 'PL3234:D']}"
PL5308,Advanced Social and Cognitive Neuroscience,1,4,"{'or': ['PL3102:D', 'PL3232:D']}"
PL5308R,Advanced Social and Cognitive Neuroscience,1,5,"{'or': ['PL3102:D', 'PL3232:D']}"
PL5660,Independent Study,"1,2",4,
PL6208,Empirical Research Project,"1,2",4,
PL6215,Selected Applications in Psychology,"1,2",4,
PL6660,Independent Study,"1,2",4,
PL6770,Graduate Research Seminar,1,4,
PL6889,Selected Topics in Emotion Psychology,2,4,
PLB1201,Psychology in Everyday Life,1,4,
PLC5001,Psychological Assessment,1,4,
PLC5002,Adult Psychopathology,1,4,
PLC5003,Health across the lifespan,1,4,
PLC5004,Psychological Intervention and Therapy,1,4,
PLC5005,Child Psychopathology,1,4,
PLC5006,Ethics and Professional Issues,1,4,
PLC5007,Advanced Psychological Practice,1,4,"{'nOf': [3, ['PLC5011A:CS', 'PLC5002:B-', 'PLC5004:B-']]}"
PLC5008,Graduate Research Methods and Statistics,2,4,
PLC5009,Research Proposal,"1,2",4,
PLC5010,Research Project,"1,2",12,PLC5009:B-
PLC5011A,Clinical Placement 1,"1,2",8,"{'nOf': [2, ['PLC5004:B-', 'PLC5001:B-']]}"
PLC5012B,Clinical Placement 2,"1,2",8,"{'nOf': [4, ['PLC5011A:CS', 'PLC5002:B-', 'PLC5003:B-', 'PLC5005:B-']]}"
PLC5013C,Clinical Placement 3,"1,2",8,PLC5012B:CS
PLS8001,Cultivating Collaboration,"1,2",1,
PLS8002A,Cultivating the Self,"1,2",1,
PLS8002B,Cultivating the Self,"1,2",1,
PLS8003,Cultivating Resilience,"1,2",1,
PLS8004,Optimizing Performance,"1,2",1,
PLS8005,Elevating Interpersonal Communication,"1,2",1,
PM5000,Dissertation,"1,2",8,
PM5101,Project Management,2,4,
PM5103,Contract Management,1,4,
PM5105,Development Finance,2,4,
PM5106,Design Management,1,4,
PM5107,Time and Cost Management,2,4,
PM5111,Special Topics in Project Management,"1,2",4,
PM5112,Research Methods,1,4,
PM5113,Managing Projects using BIM,"1,2",4,
PM5114,Managing Complex Projects,1,4,
PM5115,Project Finance Contracts and Agreements,2,4,
PM5117,Urban Managment,2,4,
PM5118,Case Studies in Infrastructure Planning,1,4,
PP5103,Politics and Public Policy,2,4,
PP5105,Cost Benefit Analysis in Public Policy,2,4,
PP5110A,Policy Analysis Exercise,2,4,
PP5136,Public Finance,2,4,
PP5137,Introduction to Public Management,1,4,
PP5165,Markets and Growth,1,4,
PP5166,"Globalization, Health, and Human Development",2,4,
PP5168,Public Service Leadership,"1,2",4,
PP5174,International Politics: The Rules of the Game,1,4,
PP5179,Environmental Social Science,1,4,
PP5187,Business and Politics,2,4,
PP5192,"Data Analytics: Science, Art and Applications",2,4,
PP5193,Asian International and Strategic Thought,2,4,
PP5196,Education Economics and Policy,2,4,
PP5203,Behavioral Economics and Public Policy,1,4,
PP5212,"Financial Issues, Trade and Investment in Asia",2,4,
PP5222,Population Health and Social Policy,2,4,
PP5226,Social Policy Design,2,4,
PP5227,Principles and Policies in Sustainability and the Environment,2,4,
PP5231,Ethics and Global Governance,1,4,
PP5234,Economics of Developing Countries,1,4,
PP5269,Environmental Economics and Public Policy,1,4,
PP5269M,Environmental Economics and Public Policy,1,4,
PP5274,Financial Management for Policy Makers,2,4,
PP5278,Health Economics and Public Policy,1,4,
PP5288,Labour Market Issues and Public Policy,1,4,
PP5291,Security in Asia-Pacific,1,4,
PP5403,Economic Foundations for Public Policy,2,4,
PP5406,Methods and Tools for Policy Analysis 1,1,4,
PP5408,Methods and Tools for Policy Analysis 2,2,4,
PP5409,Foundations of Public Policy,1,4,
PP5410,Working with clients: PAE Basics,1,4,
PP5504,Financial Management for Public Organisations,1,4,
PP5507,Policy Innovation Lab,2,4,
PP5509,Pensions and Retirement Policies,1,4,
PP5510,Governing Cities of Tomorrow,2,4,
PP5511,Systemic and Integrated Policy Design and Analysis,2,4,
PP5514,ASEAN and Regionalism in Southeast Asia,2,4,
PP5516,Practical Political Risk Analysis,1,4,
PP5525,Understanding Global Trade and Asian Trade Policy,2,4,
PP5527,Game Theory and Strategic Decision-Making,2,4,
PP5528,Designing Markets and Marketplaces,3,4,
PP5529,Technological Changes and Work,3,4,
PP5530,Introduction to Coding for Public Policy using Python,1,4,
PP5531,Introduction to Coding for Public Policy using R,2,4,
PP5533,Green Transformation and Policy in Asia,2,4,
PP5534,Geopolitics of Heritage,1,4,
PP5536,"Drones, Data, Drawings - IA in the age of the image",2,4,
PP5537,Century 21: (In)security and global challenges,2,4,
PP5538,Digital Technologies and Public Policy,1,4,
PP5539,Economic Development in the age of paradigm shifts,1,4,
PP5540,Survey Design for Researchers and Decision-makers,2,4,"{'or': ['PP5904', 'PP5406', 'PP6706']}"
PP5541,Policies for Healthy Cities,1,4,
PP5542,Economics of Aging,1,4,
PP5543,Prediction and Forecasting for Public Managers,2,4,
PP5544,Urban Interventions To Achieve a Good City,3,4,
PP5545,Macroeconomics for Public Policy,2,4,
PP5660,Independent Study Course,2,4,
PP5701,Economic Applications for Public Organizations,1,4,
PP5702,Public Administration in Theory and Practice,2,4,
PP5704,Policy Analysis and Programme Evaluation,1,4,
PP5705,Comparative Public Policy and Management: Singapore and Asia,1,4,
PP5706,Economic and Business Environment,2,4,
PP5711,Urban Development and Policy,2,4,
PP5717,Political Economy of East Asia,1,4,
PP5725,Behavioural Public Policy,1,4,
PP5728,Technology and Innovation Policy,1,4,
PP5730,Strategic Co-opetition Policy & Supply Chain Deployment,1,4,
PP5731,"Environment, Energy and Resource Policy",1,4,
PP5733,Global Business-Government Relations,2,4,
PP5734,Organisational Communication and Business Strategy,1,4,
PP5735,Financial Management for Organizational Managers,2,4,
PP5736,Human Capital Mangement and Leadership,2,4,
PP5801,Economic Analysis,1,4,
PP5802,Policy Analysis,1,4,
PP5803,Public Management,2,4,
PP5804,Governance Study Project,2,4,
PP5901,International Relations: Theory and Practice,1,4,
PP5902,"International Security - Concepts, Issues & Policies",1,4,
PP5903,International Political Economy,2,4,
PP5904,Research Methods in International Affairs,1,4,
PP5905,Foreign Policy Analysis,1,4,
PP5906,International Economic Development,2,4,
PP5908,Global Governance in a Changing World,2,4,
PP5909,Geopolitics of the Asia-Pacific,2,4,
PP5910,MIA Thesis,2,8,
PP5911,MIA Capstone Project,2,8,
PP5912,MIA White Paper,2,8,
PP6702,Foundations of Public Policy: Theories and Methods,2,4,
PP6703,Foundations of Public Administration,1,4,
PP6704,The Economics of Public Policy,2,4,
PP6705,The Politics of Public Policy,2,4,
PP6706,Quantitative Methods for Public Policy Research,1,4,
PP6707,Qualitative Methods for Public Policy Research,1,4,
PP6708,Research Design in Public Policy,2,4,
PP6770,Public Policy Graduate Seminar,2,4,
PP6770M,Public Policy Graduate Seminar,2,4,
PR1150,Professional Identity and Skills Development I,"1,2",4,
PR1152,Pharmacy Foundations: Science & Therapeutics I,1,6,
PR1153,Pharmacy Foundations: Science & Therapeutics II,2,4,PR1152:D
PR1154,Pharmacy Foundations: Science and Therapeutics III,1,6,
PR2150,Professional Identity and Skills Development II,"1,2",4,PR1150:D
